Gene,p,padj,loglik_full,loglik_red,df_full,df_red,mean,converge_impulse,converge_const,converge_sigmoid,impulseTOsigmoid_p,impulseTOsigmoid_padj,sigmoidTOconst_p,sigmoidTOconst_padj,isTransient,isMonotonous,allZero
FBgn0052772,0.000496675,0.048353751,-139.5272229,-150.5875021,9,4,524.1210423,0,0,0,0.055203039,0.949736616,0.000971657,0.082372508,FALSE,FALSE,FALSE
FBgn0052344,0.000516679,0.049978782,-152.3323846,-163.3475788,9,4,499.3347119,0,0,0,0.041039292,0.949736616,0.001341412,0.105426639,FALSE,FALSE,FALSE
FBgn0032701,0.00054323,0.05201399,-144.6855765,-155.64352,9,4,312.724355,0,0,0,0.046103072,0.949736616,0.001268686,0.10076035,FALSE,FALSE,FALSE
FBgn0266413,0.000544613,0.05201399,-145.1244215,-156.0794589,9,4,443.3095637,0,0,0,0.0605379,0.949736616,0.00098366,0.082924182,FALSE,FALSE,FALSE
FBgn0029975,0.000568379,0.053942365,-163.75265,-174.6588561,9,4,1059.057737,0,0,0,0.730396237,0.949736616,9.64E-05,0.013854643,FALSE,FALSE,FALSE
FBgn0015929,0.000573838,0.054120078,-146.7643369,-157.6596111,9,4,873.8094605,0,0,0,0.102998352,0.949736616,0.000629457,0.058273049,FALSE,FALSE,FALSE
FBgn0266019,0.000595388,0.055803748,-141.5259722,-152.3790703,9,4,348.4427351,0,0,0,0.057159143,0.949736616,0.001143464,0.092768138,FALSE,FALSE,FALSE
FBgn0000723,0.000623332,0.057997281,-132.7233705,-143.5239656,9,4,313.406093,0,0,0,0.891298295,0.98201601,8.82E-05,0.01343696,FALSE,FALSE,FALSE
FBgn0038903,0.000626478,0.057997281,-117.6508496,-128.4456803,9,4,71.83889244,0,0,0,0.254051054,0.949736616,0.000293742,0.031278561,FALSE,FALSE,FALSE
FBgn0021768,0.000660331,0.059667007,-153.3073115,-164.0418556,9,4,805.8198787,0,0,0,0.38013194,0.949736616,0.000211927,0.025180985,FALSE,FALSE,FALSE
FBgn0039774,0.000658495,0.059667007,-167.9774469,-178.7151817,9,4,1432.337908,0,0,0,0.048080455,0.949736616,0.001500804,0.115461359,FALSE,FALSE,FALSE
FBgn0051546,0.000651537,0.059667007,-73.80197899,-84.55188504,9,4,7.680848997,0,0,0,4.25E-05,0.058361199,0.712624203,0.999999999,FALSE,FALSE,FALSE
FBgn0085822,0.000658976,0.059667007,-83.44110997,-94.17800773,9,4,3.428125871,0,0,0,0.000185972,0.178730303,0.231420502,0.999999999,FALSE,FALSE,FALSE
FBgn0043364,0.000682532,0.061305998,-146.6557369,-157.3523763,9,4,471.016448,0,0,0,0.008867727,0.949736616,0.007582379,0.356442675,FALSE,FALSE,FALSE
FBgn0043362,0.000699064,0.062419424,-129.4128769,-140.0820714,9,4,368.1100098,0,0,0,0.084303457,0.949736616,0.000942421,0.080801924,FALSE,FALSE,FALSE
FBgn0039209,0.000707336,0.062786493,-170.9617589,-181.6174611,9,4,1186.681965,0,0,0,0.006959511,0.949736616,0.009856617,0.419358604,FALSE,FALSE,FALSE
FBgn0001565,0.000740224,0.065321543,-143.5017824,-154.1053351,9,4,977.2261491,0,0,0,0.17885491,0.949736616,0.000491822,0.047574361,FALSE,FALSE,FALSE
FBgn0033584,0.000761278,0.066644538,-129.4224902,-139.9938443,9,4,224.3291039,0,0,0,0.007769187,0.949736616,0.009625071,0.415130654,FALSE,FALSE,FALSE
FBgn0264694,0.000764049,0.066644538,-148.4453762,-159.0125573,9,4,694.8065759,0,0,0,0.422675005,0.949736616,0.000224675,0.026079638,FALSE,FALSE,FALSE
FBgn0030406,0.000814852,0.069864328,-122.8282123,-133.3214318,9,4,230.3737282,0,0,0,0.039099892,0.949736616,0.002294435,0.156665238,FALSE,FALSE,FALSE
FBgn0039868,0.000813494,0.069864328,-137.248085,-147.7432226,9,4,230.513521,0,0,0,0.01369499,0.949736616,0.006106198,0.304497224,FALSE,FALSE,FALSE
FBgn0262560,0.000813108,0.069864328,-132.7380078,-143.2336909,9,4,249.3991985,0,0,0,0.14127695,0.949736616,0.000681337,0.062311321,FALSE,FALSE,FALSE
FBgn0014163,0.000828175,0.070605445,-218.6081134,-229.0826886,9,4,8779.730579,0,0,0,0.74017903,0.949736616,0.000143801,0.018234983,FALSE,FALSE,FALSE
FBgn0029896,0.00084659,0.071436386,-162.2525734,-172.7018599,9,4,826.9433302,0,0,0,1,1,5.89E-06,0.001480675,FALSE,FALSE,FALSE
FBgn0085766,0.00084739,0.071436386,-42.57259587,-53.02079574,9,4,0.787549285,0,0,0,0.000479621,0.314672887,0.132127151,0.999999999,FALSE,FALSE,FALSE
FBgn0028490,0.000855135,0.071688844,-161.9480843,-172.3858185,9,4,1595.141252,0,0,0,0.028163457,0.949736616,0.003287428,0.200193966,FALSE,FALSE,FALSE
FBgn0033548,0.000898015,0.074561841,-146.3022605,-156.6836931,9,4,327.6282972,0,0,0,0.287974231,0.949736616,0.000386331,0.039658108,FALSE,FALSE,FALSE
FBgn0035087,0.000899288,0.074561841,-186.7109765,-197.0907784,9,4,2298.689159,0,0,0,0.00142902,0.582808557,0.053633042,0.999999999,FALSE,FALSE,FALSE
FBgn0038467,0.000905577,0.074672953,-138.0776214,-148.4494008,9,4,484.5929182,0,0,0,0.013763883,0.949736616,0.00681614,0.325492239,FALSE,FALSE,FALSE
FBgn0259139,0.00091134,0.074739791,-150.0937855,-160.4582604,9,4,1079.510627,0,0,0,0.43750425,0.949736616,0.000263731,0.029699274,FALSE,FALSE,FALSE
FBgn0261548,0.000928654,0.075748055,-116.0065302,-126.3493323,9,4,119.4823533,0,0,0,0.001308217,0.56402857,0.059985442,0.999999999,FALSE,FALSE,FALSE
FBgn0003278,0.00094387,0.076165758,-160.8771361,-171.2012177,9,4,591.3368329,0,0,0,0.221813003,0.949736616,0.000522725,0.049923506,FALSE,FALSE,FALSE
FBgn0266452,0.000941791,0.076165758,-149.9695728,-160.2961945,9,4,552.2440688,0,0,0,0.0635316,0.949736616,0.001700188,0.126383451,FALSE,FALSE,FALSE
FBgn0030502,0.001002754,0.080486988,-143.7713249,-154.0256568,9,4,621.8076507,0,0,0,1,1,8.20E-05,0.012621015,FALSE,FALSE,FALSE
FBgn0022029,0.001071382,0.084203959,-146.2128161,-156.3907731,9,4,1028.962541,0,0,0,0.043221784,0.949736616,0.002807331,0.181246601,FALSE,FALSE,FALSE
FBgn0033010,0.001068947,0.084203959,-126.1082531,-136.2888367,9,4,250.4425731,0,0,0,0.075338757,0.949736616,0.00166155,0.124740241,FALSE,FALSE,FALSE
FBgn0037232,0.001059707,0.084203959,-116.8746338,-127.0652382,9,4,149.1150029,0,0,0,0.016420144,0.949736616,0.00684605,0.325889267,FALSE,FALSE,FALSE
FBgn0052281,0.00106526,0.084203959,-127.9912684,-138.1758397,9,4,242.1657086,0,0,0,0.525683731,0.949736616,0.000262801,0.029699274,FALSE,FALSE,FALSE
FBgn0038597,0.001090763,0.085282935,-150.0979282,-160.2551887,9,4,413.9768212,0,0,0,0.757454189,0.949736616,0.00019043,0.023553996,FALSE,FALSE,FALSE
FBgn0040227,0.00110149,0.085677765,-162.7341685,-172.8801279,9,4,1973.752769,0,0,0,0.059113579,0.949736616,0.002156355,0.147906348,FALSE,FALSE,FALSE
FBgn0027619,0.001109958,0.085893669,-174.4200436,-184.5571586,9,4,1628.642361,0,0,0,0.19296204,0.949736616,0.000712216,0.064743054,FALSE,FALSE,FALSE
FBgn0033174,0.001189951,0.091614071,-121.857004,-131.9137012,9,4,159.1986835,0,0,0,0.010725343,0.949736616,0.011495072,0.473936175,FALSE,FALSE,FALSE
FBgn0264699,0.00121927,0.093394852,-156.0556822,-166.0842302,9,4,517.9670685,0,0,0,0.011387877,0.949736616,0.011162761,0.46532061,FALSE,FALSE,FALSE
FBgn0041607,0.001234617,0.094092756,-154.341779,-164.3558574,9,4,532.9092524,0,0,0,0.789056764,0.949736616,0.000209946,0.0251435,FALSE,FALSE,FALSE
FBgn0261504,0.001242087,0.094186414,-56.20111089,-66.20820949,9,4,0.655872483,0,0,0,0.000807471,0.46864383,0.123299439,0.999999999,FALSE,FALSE,FALSE
FBgn0037746,0.001271412,0.095928062,-132.2647641,-142.2448575,9,4,339.711062,0,0,0,1,1,0.000127376,0.016713972,FALSE,FALSE,FALSE
FBgn0032694,0.001303969,0.097895017,-149.2807339,-159.2315543,9,4,677.7454135,0,0,0,1,1,8.92E-05,0.013462821,FALSE,FALSE,FALSE
FBgn0038269,0.001365293,0.101991434,-154.0630147,-163.9605985,9,4,435.3065383,0,0,0,0.055711053,0.949736616,0.002878036,0.182477161,FALSE,FALSE,FALSE
FBgn0083058,0.001439088,0.106974559,-55.89555086,-65.73210427,9,4,1.265512935,0,0,0,0.001151579,0.526585727,0.105000285,0.999999999,FALSE,FALSE,FALSE
FBgn0033169,0.001559426,0.115345502,-134.8142137,-144.5575535,9,4,330.0169238,0,0,0,0.630463476,0.949736616,0.00033642,0.035010881,FALSE,FALSE,FALSE
FBgn0267515,0.001566987,0.115345502,-45.26852563,-55.00624763,9,4,0.578850145,0,0,0,0.000225463,0.189013364,0.443510721,0.999999999,FALSE,FALSE,FALSE
FBgn0267520,0.001673631,0.122597498,-157.5393419,-167.2005397,9,4,59.40801511,0,0,0,0.000277292,0.210222916,0.400730674,0.999999999,FALSE,FALSE,FALSE
FBgn0032988,0.001729518,0.126079364,-169.4110144,-179.0340016,9,4,1894.102943,0,0,0,1,1,0.000199509,0.024278998,FALSE,FALSE,FALSE
FBgn0037555,0.001794413,0.13014916,-132.8541217,-142.434233,9,4,278.0742214,0,0,0,0.032484975,0.949736616,0.006404376,0.3127574,FALSE,FALSE,FALSE
FBgn0038989,0.001802596,0.13014916,-182.0497694,-191.6245829,9,4,1011.946452,0,0,0,0.245771109,0.949736616,0.000964414,0.082220344,FALSE,FALSE,FALSE
FBgn0023167,0.001846049,0.132651828,-142.1178346,-151.6649045,9,4,539.44512,0,0,0,0.157007488,0.949736616,0.001511087,0.115461359,FALSE,FALSE,FALSE
FBgn0033367,0.001959657,0.140147964,-93.38331706,-102.8607756,9,4,35.32975608,0,0,0,0.060398203,0.949736616,0.003953712,0.228588167,FALSE,FALSE,FALSE
FBgn0038811,0.002082136,0.148204861,-136.8815352,-146.2882513,9,4,253.8058092,0,0,0,0.272790339,0.949736616,0.001024343,0.084930377,FALSE,FALSE,FALSE
FBgn0030177,0.002110599,0.148826821,-168.2810747,-177.6719363,9,4,986.5372211,0,0,0,0.153561463,0.949736616,0.001787474,0.130936833,FALSE,FALSE,FALSE
FBgn0030994,0.002107325,0.148826821,-110.4813808,-119.8740553,9,4,81.25332605,0,0,0,0.050403561,0.949736616,0.005066127,0.271091682,FALSE,FALSE,FALSE
FBgn0040079,0.002143882,0.150470567,-134.760309,-144.1328957,9,4,301.6727349,0,0,0,0.111413334,0.949736616,0.002458346,0.16560913,FALSE,FALSE,FALSE
FBgn0267531,0.002181797,0.152422762,-137.2417269,-146.593831,9,4,450.3937523,0,0,0,0.009627392,0.949736616,0.024220751,0.753589955,FALSE,FALSE,FALSE
FBgn0003204,0.002255241,0.156108193,-146.1601035,-155.4735066,9,4,499.1215414,0,0,0,0.358036511,0.949736616,0.00086519,0.075905363,FALSE,FALSE,FALSE
FBgn0034611,0.002246574,0.156108193,-136.9265303,-146.2444354,9,4,442.1100554,0,0,0,0.298870617,0.949736616,0.001021929,0.084930377,FALSE,FALSE,FALSE
FBgn0034933,0.002283631,0.157351564,-139.9976124,-149.296386,9,4,322.9437704,0,0,0,0.04899726,0.949736616,0.005676804,0.292365078,FALSE,FALSE,FALSE
FBgn0016930,0.002367004,0.162354977,-113.2752786,-122.5320985,9,4,82.84093978,0,0,0,0.033968946,0.949736616,0.008294269,0.378128446,FALSE,FALSE,FALSE
FBgn0039627,0.002417956,0.164613962,-132.2589478,-141.4908366,9,4,220.222123,0,0,0,0.028962605,0.949736616,0.009837653,0.419358604,FALSE,FALSE,FALSE
FBgn0262579,0.002421756,0.164613962,-206.0033395,-215.2333893,9,4,3306.656911,0,0,0,0.403223433,0.949736616,0.000836616,0.07470135,FALSE,FALSE,FALSE
FBgn0030063,0.002455922,0.164710533,-123.4595305,-132.6731744,9,4,184.7845268,0,0,0,0.984937738,1,0.000364248,0.037647281,FALSE,FALSE,FALSE
FBgn0035890,0.002450543,0.164710533,-114.4076964,-123.6239083,9,4,123.1816066,0,0,0,0.136079091,0.949736616,0.00235974,0.160398511,FALSE,FALSE,FALSE
FBgn0261363,0.002445182,0.164710533,-120.3356637,-129.5544409,9,4,190.3290057,0,0,0,0.431468768,0.949736616,0.000793113,0.071238566,FALSE,FALSE,FALSE
FBgn0031657,0.00249113,0.165742346,-148.2889695,-157.4859401,9,4,254.5630965,0,0,0,0.0902664,0.949736616,0.003529796,0.209703222,FALSE,FALSE,FALSE
FBgn0033485,0.002493275,0.165742346,-167.8680784,-177.0640407,9,4,731.5653126,0,0,0,0.063390588,0.949736616,0.00491477,0.265820346,FALSE,FALSE,FALSE
FBgn0034380,0.002585754,0.17106589,-116.3152933,-125.468572,9,4,128.0144162,0,0,0,0.004549747,0.949736616,0.057016483,0.999999999,FALSE,FALSE,FALSE
FBgn0086451,0.00259603,0.17106589,-166.3913197,-175.5399481,9,4,874.6007741,0,0,0,0.034485108,0.949736616,0.00904122,0.401270605,FALSE,FALSE,FALSE
FBgn0261535,0.002640548,0.173242911,-137.6704277,-146.7991166,9,4,225.9747309,0,0,0,0.117604855,0.949736616,0.002937277,0.185454026,FALSE,FALSE,FALSE
FBgn0026418,0.002700112,0.174272683,-177.8731754,-186.9756953,9,4,2638.34022,0,0,0,0.827580266,0.957365469,0.000477607,0.046799241,FALSE,FALSE,FALSE
FBgn0031170,0.002702439,0.174272683,-148.9021184,-158.0036272,9,4,636.6176387,0,0,0,0.415967331,0.949736616,0.000917369,0.079416974,FALSE,FALSE,FALSE
FBgn0262743,0.002695087,0.174272683,-172.4838075,-181.5885129,9,4,1520.784882,0,0,0,0.305358026,0.949736616,0.001224736,0.097784471,FALSE,FALSE,FALSE
FBgn0266258,0.002679574,0.174272683,-145.2629193,-154.3743979,9,4,227.1012727,0,0,0,0.363754578,0.949736616,0.001031589,0.085063835,FALSE,FALSE,FALSE
FBgn0015379,0.002733705,0.174794948,-156.4517569,-165.5397661,9,4,680.137846,0,0,0,0.767179275,0.949736616,0.000520343,0.049923506,FALSE,FALSE,FALSE
FBgn0039696,0.002727013,0.174794948,-134.4156949,-143.5065807,9,4,301.6100517,0,0,0,1,1,0.000294338,0.031278561,FALSE,FALSE,FALSE
FBgn0029755,0.002821667,0.178183226,-139.6576557,-148.708482,9,4,276.924432,0,0,0,0.189666267,0.949736616,0.002017792,0.142282628,FALSE,FALSE,FALSE
FBgn0030789,0.002807312,0.178183226,-132.6375627,-141.6943789,9,4,257.9494125,0,0,0,0.336745645,0.949736616,0.001168335,0.094279015,FALSE,FALSE,FALSE
FBgn0030834,0.00282212,0.178183226,-119.5136714,-128.5643091,9,4,150.9287055,0,0,0,0.847609655,0.962286024,0.000490456,0.047574361,FALSE,FALSE,FALSE
FBgn0030081,0.002835503,0.178282227,-120.3792854,-129.4243667,9,4,206.1278154,0,0,0,0.018741099,0.949736616,0.017444048,0.625251014,FALSE,FALSE,FALSE
FBgn0263855,0.002912887,0.182387846,-147.8284893,-156.8419362,9,4,647.4582319,0,0,0,0.272078087,0.949736616,0.001488235,0.115166504,FALSE,FALSE,FALSE
FBgn0035878,0.003224517,0.201065976,-153.3238316,-162.2177075,9,4,511.882264,0,0,0,0.092885721,0.949736616,0.004561564,0.25437782,FALSE,FALSE,FALSE
FBgn0031077,0.003324407,0.206441583,-143.9676344,-152.8255701,9,4,534.3575869,0,0,0,0.004132555,0.949736616,0.08072897,0.999999999,FALSE,FALSE,FALSE
FBgn0015615,0.003352373,0.206955175,-139.4547649,-148.3028279,9,4,556.2448978,0,0,0,0.048207128,0.949736616,0.008757712,0.392147987,FALSE,FALSE,FALSE
FBgn0027330,0.003360107,0.206955175,-162.4704934,-171.3158404,9,4,596.3136625,0,0,0,1,1,0.000424866,0.042458436,FALSE,FALSE,FALSE
FBgn0026259,0.0034198,0.209775546,-164.9914282,-173.8160153,9,4,1224.025546,0,0,0,0.127159059,0.949736616,0.003629251,0.213927314,FALSE,FALSE,FALSE
FBgn0036775,0.003473278,0.212193353,-125.0606857,-133.8669736,9,4,248.2613524,0,0,0,0.11645568,0.949736616,0.004008083,0.230847243,FALSE,FALSE,FALSE
FBgn0015805,0.003519767,0.214166497,-156.4212369,-165.2118392,9,4,1407.29831,0,0,0,0.109557223,0.949736616,0.004305904,0.242448105,FALSE,FALSE,FALSE
FBgn0035877,0.003579088,0.216901369,-100.6218226,-109.3927021,9,4,50.56122784,0,0,0,0.071929646,0.949736616,0.006490191,0.314909899,FALSE,FALSE,FALSE
FBgn0026371,0.00360125,0.217371422,-136.202915,-144.9665084,9,4,444.8157116,0,0,0,0.996694807,1,0.000552229,0.052409671,FALSE,FALSE,FALSE
FBgn0034501,0.003670482,0.220027348,-162.3306649,-171.0717755,9,4,830.2370597,0,0,0,1,1,0.000286563,0.031075713,FALSE,FALSE,FALSE
FBgn0260755,0.003674413,0.220027348,-147.0731351,-155.8129816,9,4,411.6634202,0,0,0,0.594716463,0.949736616,0.000921005,0.079416974,FALSE,FALSE,FALSE
FBgn0003189,0.003761433,0.224347947,-159.7034941,-168.4156911,9,4,989.5092909,0,0,0,0.006531987,0.949736616,0.061203979,0.999999999,FALSE,FALSE,FALSE
FBgn0037561,0.003811482,0.226438063,-129.2971117,-137.9936884,9,4,191.6315033,0,0,0,0.084082561,0.949736616,0.006014835,0.302913104,FALSE,FALSE,FALSE
FBgn0038407,0.003891727,0.230298691,-131.1673588,-139.8393049,9,4,249.1683802,0,0,0,1,1,0.000453791,0.044756209,FALSE,FALSE,FALSE
FBgn0038809,0.003929387,0.231618929,-140.513693,-149.1742507,9,4,573.3358232,0,0,0,0.219007859,0.949736616,0.002543209,0.169061762,FALSE,FALSE,FALSE
FBgn0031913,0.004049444,0.237766963,-138.2439299,-146.8688809,9,4,215.8355547,0,0,0,0.502603333,0.949736616,0.001203469,0.096597632,FALSE,FALSE,FALSE
FBgn0058439,0.004074399,0.238304988,-120.6592737,-129.276953,9,4,120.9015137,0,0,0,0.176966805,0.949736616,0.003232858,0.199122396,FALSE,FALSE,FALSE
FBgn0004924,0.004194325,0.244372068,-173.7267603,-182.3100918,9,4,1800.686767,0,0,0,0.246177468,0.949736616,0.002450169,0.16560913,FALSE,FALSE,FALSE
FBgn0032154,0.004227167,0.245338295,-125.3943289,-133.9684214,9,4,172.1654259,0,0,0,0.085595765,0.949736616,0.00662941,0.319609573,FALSE,FALSE,FALSE
FBgn0038869,0.004332126,0.250466601,-143.879195,-152.4242247,9,4,500.9985614,0,0,0,0.408966234,0.949736616,0.001576076,0.119512488,FALSE,FALSE,FALSE
FBgn0045800,0.004455643,0.256624624,-139.7646618,-148.2763587,9,4,309.6882828,0,0,0,0.225615422,0.949736616,0.002843806,0.18171097,FALSE,FALSE,FALSE
FBgn0015393,0.004774727,0.272919083,-185.3084722,-193.7380693,9,4,1052.975047,0,0,0,0.053653979,0.949736616,0.011678413,0.478878413,FALSE,FALSE,FALSE
FBgn0027565,0.004769577,0.272919083,-124.1789129,-132.6097921,9,4,229.2734593,0,0,0,0.213307975,0.949736616,0.003232935,0.199122396,FALSE,FALSE,FALSE
FBgn0266710,0.004909174,0.279545013,-111.4265628,-119.823161,9,4,71.3849457,0,0,0,0.020314492,0.949736616,0.029286169,0.840167856,FALSE,FALSE,FALSE
FBgn0005694,0.004957138,0.280594789,-144.383848,-152.7688869,9,4,414.9088073,0,0,0,0.375804393,0.949736616,0.001983907,0.141212972,FALSE,FALSE,FALSE
FBgn0028375,0.004983393,0.280594789,-147.1936008,-155.5723583,9,4,692.4777336,0,0,0,0.175557191,0.949736616,0.004072531,0.232782168,FALSE,FALSE,FALSE
FBgn0261479,0.004974291,0.280594789,-137.1632732,-145.5442048,9,4,324.92821,0,0,0,1,1,0.00066832,0.061493552,FALSE,FALSE,FALSE
FBgn0015569,0.005042102,0.282845072,-132.1664282,-140.5312562,9,4,465.3897948,0,0,0,0.001225562,0.543933165,0.344738222,0.999999999,FALSE,FALSE,FALSE
FBgn0029766,0.005098706,0.284961015,-211.1734553,-219.5250025,9,4,4373.357877,0,0,0,0.356986074,0.949736616,0.002148622,0.147906348,FALSE,FALSE,FALSE
FBgn0046696,0.00520582,0.286700106,-83.32131656,-91.6481209,9,4,12.67083683,0,0,0,0.002687164,0.879448066,0.185850308,0.999999999,FALSE,FALSE,FALSE
FBgn0261385,0.005186094,0.286700106,-180.1409872,-188.4723107,9,4,2621.040032,0,0,0,1,1,0.000422694,0.042458436,FALSE,FALSE,FALSE
FBgn0263605,0.005164796,0.286700106,-143.5266512,-151.8628727,9,4,247.9507589,0,0,0,0.088138192,0.949736616,0.008045475,0.370140909,FALSE,FALSE,FALSE
FBgn0267428,0.005201171,0.286700106,-117.2730051,-125.600873,9,4,116.5213519,0,0,0,0.160464058,0.949736616,0.004644472,0.257665769,FALSE,FALSE,FALSE
FBgn0065099,0.005237351,0.287387726,-125.7833794,-134.102995,9,4,35.11092474,0,0,0,0.000914809,0.476016117,0.449544289,0.999999999,FALSE,FALSE,FALSE
FBgn0259227,0.005427014,0.296716114,-128.20462,-136.4818647,9,4,208.8844454,0,0,0,0.008658883,0.949736616,0.070129445,0.999999999,FALSE,FALSE,FALSE
FBgn0016754,0.006033021,0.322830799,-132.1120552,-140.2629944,9,4,283.1789191,0,0,0,0.487817401,0.949736616,0.001934589,0.139679192,FALSE,FALSE,FALSE
FBgn0035154,0.00601083,0.322830799,-133.2919944,-141.447336,9,4,246.7751245,0,0,0,0.320987847,0.949736616,0.00285391,0.18171097,FALSE,FALSE,FALSE
FBgn0036337,0.005977343,0.322830799,-139.4799306,-147.6419455,9,4,377.0948604,0,0,0,0.126368267,0.949736616,0.006769525,0.325015242,FALSE,FALSE,FALSE
FBgn0038827,0.006019268,0.322830799,-144.0284617,-152.1821273,9,4,330.2183886,0,0,0,1,1,0.00028831,0.031075713,FALSE,FALSE,FALSE
FBgn0040609,0.005967413,0.322830799,-119.6005732,-127.7645741,9,4,101.7907301,0,0,0,0.030674394,0.949736616,0.024875716,0.766070529,FALSE,FALSE,FALSE
FBgn0083987,0.006019771,0.322830799,-79.16005694,-87.31362284,9,4,8.4843213,0,0,0,0.006188726,0.949736616,0.105128156,0.999999999,FALSE,FALSE,FALSE
FBgn0028984,0.006173715,0.329192075,-170.2789544,-178.4023437,9,4,1808.68169,0,0,0,0.013495219,0.949736616,0.054166576,0.999999999,FALSE,FALSE,FALSE
FBgn0011638,0.006309607,0.334336141,-179.3132909,-187.4106456,9,4,2580.194369,0,0,0,0.070894278,0.949736616,0.01227016,0.499074687,FALSE,FALSE,FALSE
FBgn0265576,0.0063145,0.334336141,-35.49317984,-43.5896074,9,4,0.295301649,0,0,0,0.007086597,0.949736616,0.098160967,0.999999999,FALSE,FALSE,FALSE
FBgn0261530,0.006377805,0.336507262,-134.4221235,-142.5066178,9,4,297.7112956,0,0,0,0.355136715,0.949736616,0.002774119,0.180437283,FALSE,FALSE,FALSE
FBgn0031490,0.006502154,0.340373407,-165.2248422,-173.2862288,9,4,701.8945008,0,0,0,0.621338166,0.949736616,0.001676187,0.125216152,FALSE,FALSE,FALSE
FBgn0034422,0.006518748,0.340373407,-142.9261184,-150.9844538,9,4,268.9679782,0,0,0,0.189956881,0.949736616,0.005102153,0.271096811,FALSE,FALSE,FALSE
FBgn0036571,0.006513739,0.340373407,-119.6655861,-127.7248418,9,4,116.7134852,0,0,0,0.159925779,0.949736616,0.005983643,0.302913104,FALSE,FALSE,FALSE
FBgn0262473,0.00663481,0.345238901,-119.442827,-127.480032,9,4,156.6529125,0,0,0,0.083845701,0.949736616,0.011110486,0.46442445,FALSE,FALSE,FALSE
FBgn0024889,0.006791612,0.350977508,-145.8172592,-153.8264811,9,4,686.1202891,0,0,0,1,1,0.00108221,0.088752948,FALSE,FALSE,FALSE
FBgn0029525,0.006787631,0.350977508,-127.4863375,-135.4962622,9,4,225.6972462,0,0,0,0.159151156,0.949736616,0.006292894,0.309492413,FALSE,FALSE,FALSE
FBgn0013269,0.006888376,0.353556427,-196.660969,-204.6532349,9,4,2960.269434,0,0,0,1,1,0.000858225,0.07573458,FALSE,FALSE,FALSE
FBgn0032487,0.006881807,0.353556427,-125.8497026,-133.8431122,9,4,175.9838023,0,0,0,0.345282686,0.949736616,0.003101993,0.194228538,FALSE,FALSE,FALSE
FBgn0028645,0.007004243,0.358284822,-37.68180352,-45.65406817,9,4,1.760889928,0,0,0,0.002737895,0.879448066,0.24639035,0.999999999,FALSE,FALSE,FALSE
FBgn0003507,0.007065985,0.360222017,-151.1627703,-159.1245081,9,4,832.2397899,0,0,0,0.040620588,0.949736616,0.023156317,0.738750149,FALSE,FALSE,FALSE
FBgn0003676,0.007430164,0.377512356,-190.2822971,-198.1837083,9,4,4332.26978,0,0,0,0.204068921,0.949736616,0.005523895,0.28546432,FALSE,FALSE,FALSE
FBgn0036888,0.007527223,0.381160391,-146.2328509,-154.1186698,9,4,940.1701265,0,0,0,0.244374312,0.949736616,0.004738186,0.260946095,FALSE,FALSE,FALSE
FBgn0016794,0.007754534,0.391357602,-159.2409353,-167.0909896,9,4,1091.955451,0,0,0,0.854540579,0.963609127,0.001515,0.115461359,FALSE,FALSE,FALSE
FBgn0263607,0.007802591,0.392470322,-92.54298976,-100.3856137,9,4,35.58262901,0,0,0,0.391926005,0.949736616,0.003172722,0.197022137,FALSE,FALSE,FALSE
FBgn0029893,0.0078317,0.392625749,-142.7901965,-150.6283413,9,4,656.1094991,0,0,0,0.899298846,0.985230934,0.001460141,0.113574863,FALSE,FALSE,FALSE
FBgn0263395,0.007902219,0.394849274,-139.1611218,-146.9884824,9,4,677.4321605,0,0,0,0.986850438,1,0.001351373,0.105659147,FALSE,FALSE,FALSE
FBgn0086672,0.008010679,0.398947664,-55.18901891,-62.99997435,9,4,1.630738173,0,0,0,0.014389675,0.949736616,0.067584213,0.999999999,FALSE,FALSE,FALSE
FBgn0039250,0.00813181,0.403648084,-155.0947905,-162.8876776,9,4,926.199656,0,0,0,0.01939149,0.949736616,0.052637863,0.999999999,FALSE,FALSE,FALSE
FBgn0265298,0.008329861,0.412123299,-157.2470429,-165.0109444,9,4,778.1646073,0,0,0,0.010722141,0.949736616,0.091377284,0.999999999,FALSE,FALSE,FALSE
FBgn0086675,0.008360128,0.412269057,-63.32471509,-71.08424601,9,4,3.8820722,0,0,0,0.000883254,0.476011011,0.692632443,0.999999999,FALSE,FALSE,FALSE
FBgn0020305,0.008440107,0.414288303,-146.7980362,-154.5460917,9,4,279.865368,0,0,0,0.251814034,0.949736616,0.005238898,0.275452872,FALSE,FALSE,FALSE
FBgn0262945,0.008455984,0.414288303,-187.4237267,-195.1695168,9,4,930.0801789,0,0,0,0.275494081,0.949736616,0.004828121,0.262073202,FALSE,FALSE,FALSE
FBgn0003963,0.008567142,0.418375972,-163.7334934,-171.4635373,9,4,1141.314778,0,0,0,0.537251676,0.949736616,0.002623548,0.171382416,FALSE,FALSE,FALSE
